ID	Gene names	Peptides	Exp_EB_rep1	Exp_EB_rep2	Exp_EB_rep3	Exp_ESC_rep1	Exp_ESC_rep2	Exp_ESC_rep3	Exp_hFF_rep1	Exp_hFF_rep2	Exp_hFF_rep3	Exp_iPSC_rep1	Exp_iPSC_rep2	Exp_iPSC_rep3	Exp_RKO_rep1	Exp_RKO_rep2	Exp_RKO_rep3	Sm_EB_rep1	Sm_EB_rep2	Sm_EB_rep3	Sm_ESC_rep1	Sm_ESC_rep2	Sm_ESC_rep3	Sm_hFF_rep1	Sm_hFF_rep2	Sm_hFF_rep3	Sm_iPSC_rep1	Sm_iPSC_rep2	Sm_iPSC_rep3	Sm_RKO_rep1	Sm_RKO_rep2	Sm_RKO_rep3
P38571	LIPA	5	-1.270535072	-0.562293595	-0.792980187	-0.608129855	-0.281391595	-0.483376234	1.061476642	1.211527674	0.61201088	-0.448808743	-0.164464547	-0.470175411	-1.121390232	-1.311772554	-0.937662194	0.459355355	-0.50444873	0.346274977	0.439880439	-0.048633045	0.466921021	0.68031537	0.350729218	0.346410364	0.417495252	0.132686881	0.191854637	0.040920192	-0.123116748	0.255707308
P38606	ATP6V1A	37	-0.242764975	-0.232906576	-0.270257168	-0.025759728	-0.106590682	-0.024961255	0.041970021	0.054252185	0.057853146	-0.138869798	-0.115602309	-0.205671918	-0.477490936	-0.56444261	-0.54538641	0.408495878	0.369635266	0.290670369	0.557359889	0.589159878	0.535363318	0.500015962	0.52965699	0.532988703	0.436226399	0.477097239	0.395291639	0.080854738	0.014338988	-0.049177819
P38646	HSPA9	58	-0.767553128	-0.724095087	-0.795861787	0.391526487	0.507783792	0.211490675	-0.574335678	-0.485284375	-0.694367802	0.436898511	0.313628375	0.162776847	0.815754158	0.741593792	0.625930273	-0.41468619	-0.491148213	-0.403382226	-0.013250321	-0.033555142	-0.109957493	-0.40552928	-0.320378706	-0.336393305	0.116577569	0.194143922	0.034109589	-0.359794405	-0.377580625	-0.455193239
P38919	EIF4A3	27	-0.403386553	-0.11150391	-0.227547432	0.313703127	0.401581005	0.289606852	-0.968343982	-0.970308705	-0.834642175	0.179094277	0.289341622	0.194278895	0.639438853	0.402389999	0.591616106	0.074843465	0.027689612	-0.010884873	-0.048249743	-0.049167899	-0.085178779	0.037218398	0.02033266	0.175301919	0.076635711	0.126353607	0.121698978	-0.040683975	-0.019325024	-0.122884981
P38935	IGHMBP2	3	0.494530001	0.381201803	0.055679057	-0.049912827	0.032480225	-0.319307984	-1.073286921	-1.175214243	-0.645804583	-0.274102682	-0.247337557	-0.473129825	0.751997284	-0.198496251	0.320354207	0.962567827	-0.181283436	0.145804286	-0.003879475	-0.298832081	-0.091438386	-0.435940494	-0.430707192	-0.252908922	-0.07217737	0.396736194	-0.136633571	0.541972676	0.305655881	0.353877688
P38936	CDKN1A	5	-0.417794412	-0.461410714	-0.892710431	-1.781999406	-2.15001178	-2.655912747	1.27809539	1.375842766	1.370782886	-2.138601369	-2.114258596	-2.512338653	0.365465607	0.38481979	0.304875371	0.190856074	0.199077844	0.047300144	0.418009743	0.614370352	0.164011293	-0.686903817	-0.608045528	-0.414573606	0.197094522	0.253924282	0.19817618	0.278187684	0.292526255	0.279707639
P39019	RPS19	12	-0.955915702	-0.76670551	-0.423702914	-0.323736054	-0.069643864	0.457959873	-0.405512804	-0.468225826	0.082984817	-0.274706463	0.171412295	0.380202686	-0.164110359	0.786782363	0.692807895	-0.337184032	0.018381808	-0.327493573	-0.593456861	-0.428297689	-0.250604086	0.713270241	0.680234319	0.425127606	-0.50538249	-0.476897016	-0.266344618	0.454577342	0.65698506	0.397677977
P39023	RPL3	22	-0.947916692	-0.669468754	-0.757210783	0.285318893	0.508178262	0.62330343	0.084640265	-0.185598655	0.757574036	0.41583566	0.694495867	0.751622044	-0.761456514	0.014509472	0.225601848	-0.997668268	-0.841541463	-0.954398767	-1.147787243	-1.060049004	-1.176555983	0.538880145	0.475745272	0.579621895	-1.20053677	-1.072683384	-1.101368088	0.634019467	0.710904011	0.836051254
P39059	COL15A1	13	0.890176859	1.203189252	1.00050303	-1.003183618	-1.217699137	-1.022912255	-0.784511386	-0.784700431	-0.575447077	-0.982622959	-1.162545581	-1.114688891	-0.874683507	-0.940578065	-0.772695121	0.72056144	0.913409341	0.74717409	0.308119474	0.128963138	-0.112588202	-0.250315527	-0.192931804	-0.074385485	0.059128047	-0.088768856	0.068095103	-0.228216332	-0.018208031	-0.196025199
P39060	COL18A1	13	1.053620233	0.839587931	1.085563368	-0.384471288	-0.47633336	-0.196117599	-0.656127355	-0.581181748	-0.284811816	-0.453478022	-0.35046828	-0.287460019	-1.461818132	-1.290023902	-1.572484772	-0.331822107	0.546420862	0.075793376	0.26174779	0.269871545	0.168366343	-0.074962291	0.095603728	0.032401195	0.280091097	0.206800468	0.25704276	-0.014356864	-0.020666481	-0.244393228
P39656	DDOST	11	-0.009215924	0.022774549	0.103898248	0.239786473	0.088253017	0.143343057	0.210719101	-0.040024233	0.084860156	0.12834749	0.061337192	0.034682966	-0.080648766	-0.428437397	-0.109472631	-0.215008762	-0.376863438	-0.309866341	-0.001449337	-0.294163445	-0.198758316	-0.077759257	-0.2497453	-0.392372736	0.039480641	-0.276666182	-0.192064606	0.348910883	0.206805224	0.175232673
P39687	ANP32A	14	0.119933617	0.022461905	0.071792932	-0.724923863	-0.675809147	-0.749073278	-1.449048178	-1.464261787	-1.584617853	0.011752705	-0.023233891	-0.024208052	0.218625744	0.226404117	0.059491393	0.989423957	0.862218749	0.861588139	0.870366686	0.81385086	0.786978835	0.537896035	0.445100424	0.358453631	0.834489525	0.796788944	0.761441191	0.660848793	0.549817459	0.513161828
P39748	FEN1	14	0.197029269	0.124372335	0.07894666	0.711574132	0.476181865	0.578824228	-0.741984975	-0.589198515	-0.761864747	0.707208974	0.380333518	0.340026748	0.970257962	0.607334636	0.733372298	-1.204970636	-1.004473089	-1.258962603	-1.14672958	-1.121533625	-1.324640557	-0.851980054	-0.069318989	-0.811187958	-1.198712333	-1.080897565	-1.290344504	-1.284067518	-1.449339795	-1.156568278
P40121	CAPG	13	0.973497386	0.973758183	0.944896453	-0.329280946	-0.168145745	-0.198773721	-0.097250052	0.130253679	-0.005155444	-0.071233565	0.053861416	-0.080357915	-0.123989444	0.014266986	-0.150380837	-0.778191422	-0.775877355	-0.656369676	-0.458399029	-0.458527077	-0.350769852	-0.70339884	-0.517811969	-0.708361341	-0.458906237	-0.336433037	-0.406631537	-0.866642504	-0.52727546	-0.662118291
P40123	CAP2	23	0.55978631	0.610711352	0.637159219	-1.070252495	-0.899436884	-0.708219347	0.983677947	1.101130208	1.041029516	-0.528994491	-0.404809462	-0.289546574	-0.372147534	-0.249521267	-0.253129612	-0.786652004	-0.604667958	-0.849951309	-0.380337761	-0.21336886	-0.27274901	-0.790926349	-0.724590611	-0.797796773	-0.477336585	-0.500475661	-0.382168172	-0.601860571	-0.604125377	-0.489843258
P40189	IL6ST	15	0.480758593	0.536464095	0.429053896	-1.315664959	-1.262233815	-1.350255062	0.832145894	0.88354196	0.864074079	-1.299376475	-1.275750602	-1.346735164	-0.617562722	-0.777357501	-0.753602277	0.379690579	0.347130176	0.241661934	0.364893436	0.229752322	0.158570303	-0.291206737	-0.02611533	-0.104702658	0.219875769	-0.047083427	0.049963533	0.145982866	0.250821485	0.172235923
P40222	TXLNA	33	-0.318649977	-0.355288321	-0.291668709	-0.441465531	-0.229718317	-0.317542644	0.241281209	0.349089407	0.273908945	-0.385938573	-0.143581967	-0.192346512	0.553439791	0.680945662	0.634174351	-0.279414914	-0.121161595	-0.138545259	0.012381876	0.130796215	0.049209108	-0.391442571	-0.2170275	-0.178610538	-0.097732044	0.088725347	-0.020064029	-0.304075445	-0.110372956	-0.159545229
P40227	CCT6A	33	-0.45130205	-0.395520169	-0.339765979	-0.074609001	-0.069900385	-0.082870992	-0.794965617	-0.737727014	-0.522687978	0.021810691	0.058997831	0.075603033	-0.060168792	0.264817634	0.043218803	0.196394506	0.417510584	0.367369187	0.509620415	0.504199105	0.400717305	0.411163099	0.407326321	0.438602562	0.492090816	0.471216105	0.491250127	0.354679117	0.381194257	0.355226713
P40261	NNMT	15	-0.874778092	-0.648002067	-0.822726546	-1.874227552	-1.520057436	-1.462788975	1.918579457	1.828815213	1.540834351	-1.487181995	-1.174526083	-1.163938655	-1.765918599	-1.449419695	-1.733962147	0.097337991	-0.202326232	-0.161715598	-0.084768369	0.00542319	0.05001571	0.169073532	0.113646372	-0.076000273	-0.324956921	-0.335794445	-0.155225218	-0.208807612	-0.194580219	-0.241417534
P40306	PSMB10	3	-0.209513172	-0.242390726	0.151460605	-0.364258526	-0.575616062	-0.816643249	0.02888807	0.313644687	0.193382804	-0.464634572	-0.691721438	-0.630531455	-0.098826502	-0.101687981	-0.111549725	0.032081031	-0.258642441	0.362048692	0.644140919	0.057919813	0.732498607	0.457027753	0.809381893	0.403053358	0.521123497	0.160417172	0.83983531	0.115587929	0.099277823	0.482324851
P40337	VHL	3	0.022085679	0.198023938	0.504407622	0.270985583	0.035054409	0.550558653	-0.018042764	0.017100236	0.580529075	0.154773707	-0.188429437	0.191057091	0.500845441	0.87342573	1.069594024	-0.76167026	-1.111510392	-1.305156999	-0.344095046	-1.033790723	-0.735281201	-1.096217222	-1.357340005	-1.005410372	-0.394107748	-1.080850377	-0.518633124	-1.734015745	-1.520164629	-1.060829248
P40424	PBX1	9	-1.035908919	1.22123091	-0.364852186	-0.150405893	0.26482803	-0.315207454	0.34183026	0.553352529	-0.004749393	0.904862169	0.045091288	0.870777999	-2.680059436	-1.078084798	-1.410806484	-0.307377057	0.23361872	-0.337996663	0.725957312	-0.571516585	0.563367855	0.87885565	-0.706227662	0.33996639	-0.058906364	-1.539716102	-0.241379978	-0.404038167	0.599120718	0.29173874
P40426	PBX3	4	1.014499901	0.999753416	0.959271249	0.173467109	0.002450254	0.003281047	0.762471045	0.756177427	0.408096554	-0.294854691	-0.256083126	-0.313266151	-1.704467825	-2.396666545	-2.0409806	-0.957536221	-1.261570518	-1.19291784	-0.832305697	-0.830739843	-0.809436995	-1.439771906	-1.392476199	-1.338113575	-0.92815322	-0.814364035	-0.705767452	0.216342814	-0.060686387	-1.198254563
P40429	RPL13A	9	0.07941463	-0.481295453	-0.591083671	-0.052754184	0.192700592	0.607368464	0.058488364	-0.507505715	0.921362268	0.028237025	0.3306942	0.841412938	-1.261088183	-0.072963454	0.168632601	-0.947595082	-0.815500385	-0.953201596	-1.47710489	-1.878932145	-0.951035155	0.577188726	0.310859441	0.714418977	-1.556155879	-1.662444025	-0.90930197	0.686506116	0.855815331	1.040827973
P40616	ARL1	6	1.47E-04	0.233322822	0.108568001	0.231405592	0.285258987	-0.163074022	0.788179499	0.666480384	0.399403668	0.06300821	-0.057755327	-0.297227956	0.426558233	-0.566623272	0.088647136	-0.439592788	-1.329368156	-0.714776729	-0.540118598	-1.281649105	-0.676545406	-0.859323473	-1.043301806	-1.080766235	-0.508970571	-0.734450355	-0.630374168	0.200297013	-0.297231975	-0.1900833
P40692	MLH1	21	0.386027721	0.605587549	0.673379454	0.979583092	1.10709574	1.050933958	-0.323720655	-0.407069405	-0.336227835	1.175724949	1.346665255	1.297351913	-1.25468392	-1.801948602	-1.587268972	-1.54611934	-2.001723457	-1.782398529	-1.790480444	-2.042700919	-2.139598099	-1.034648125	-1.425789465	-1.291750241	-2.020792161	-2.064547159	-2.366260059	0.103690914	-0.415016008	-0.29703991
P40763	STAT3	26	0.193040296	0.149694021	0.225889819	0.393242844	0.272495106	0.28474335	0.789798689	0.746161091	0.586912932	0.481910789	0.342966519	0.388134467	0.478624552	0.379565893	0.309789896	-1.036346871	-1.401589776	-1.20366509	-1.234468802	-1.238337954	-1.185366526	-1.323813856	-1.391698081	-1.465449519	-1.542350746	-1.467438632	-1.371777475	-1.56006779	-0.995976506	-1.284298796
P40818	USP8	39	0.382137505	0.397414295	0.340840254	0.288209711	0.21706636	0.122565831	0.414664755	0.259851123	0.342333703	0.417477737	0.364886543	0.24511873	0.706687472	0.591342925	0.473620791	-1.027699767	-1.456347873	-1.21698195	-0.838579419	-1.155722022	-1.073896208	-0.603089452	-1.11366181	-1.011425389	-0.982645183	-1.250834002	-1.299299462	-1.145592091	-1.388994904	-1.370260338
P40855	PEX19	14	-0.336991056	-0.369685093	-0.254930497	-0.515231229	-0.403335461	-0.318137243	-0.468349767	-0.671074346	-0.49730145	-0.322245621	-0.336446658	-0.34373855	0.302568089	0.518671087	0.398309952	0.455356355	0.673566689	0.341635907	0.535639234	0.822175487	0.375459476	0.358924067	0.485608704	0.27452636	0.383539829	0.646475505	0.312503674	0.401275295	0.65080976	0.426259819
P40925	MDH1	18	-0.246684962	-0.123529313	-0.204246634	-0.56823436	-0.531994514	-0.423000504	-0.512756733	-0.394621953	-0.484752479	-0.014872782	-0.104738295	0.040103225	-0.439139178	-0.402184309	-0.430569195	0.715748098	0.641651551	0.651076034	0.766140289	0.61285391	0.793763224	0.650031993	0.730082741	0.564539116	0.912080929	1.025963329	0.851662444	0.663034267	0.71315574	0.626268113
P40926	MDH2	22	-0.29877221	-0.490737933	-0.461613125	-0.198438348	-0.339704885	-0.180641546	-0.94984177	-0.754691632	-0.817279788	-0.102449162	-0.015069164	-0.009917479	-0.344383053	-0.058692696	-0.208941187	0.310839284	0.845003775	0.615551626	0.732246931	0.946024945	0.888963972	0.544275373	0.628759856	0.6293978	0.715208143	0.756422875	0.841748512	0.440737222	0.600171145	0.538455634
P40937	RFC5	13	-0.138876137	-0.049266032	-0.020467506	0.722959602	0.639847289	0.654948784	-0.738455444	-0.788893001	-0.751024563	0.680961794	0.818162325	0.727237985	0.435425016	0.587188265	0.536853502	-1.190309791	-1.421620698	-1.385783289	-1.356044142	-1.761726991	-1.561816611	-0.755233739	-0.679943246	-0.905725299	-1.093063539	-1.131450284	-1.101715225	-0.881329924	-0.862603844	-0.829933481
P40938	RFC3	15	-0.189679993	-0.170364065	-0.056103493	0.328664905	0.427662644	0.308296425	-0.465286886	-0.437984908	-0.370266364	0.339138955	0.314073981	0.423311574	0.113369658	-0.755548641	0.052013232	-0.143379803	-0.621180172	-0.378086714	-0.324300213	-0.440906705	-0.303131232	-0.153899766	0.111288776	-0.225523683	-0.169925363	-0.13836709	-0.010343943	0.41374267	0.077830549	0.383105325
P40939	HADHA	41	0.120517932	0.190770286	0.167736498	0.206625091	0.191805956	0.15284264	0.312613218	0.340893119	0.364970414	0.02669748	0.026525113	-0.024022982	0.804787049	0.843297463	0.824578608	-0.990401585	-1.109941146	-1.100303091	-0.933092695	-1.051294576	-1.024552736	-0.985176204	-0.965620773	-0.994706695	-1.006178209	-1.101473304	-1.056889976	-0.863985321	-0.985826221	-0.941314699
P40967	PMEL	6	-0.451747008	-0.383077759	-0.047864575	0.572674672	0.393148525	0.466699146	-0.62303111	0.073780617	-0.317231883	0.114183486	-0.088674614	0.341678629	-0.87435989	-0.375845923	-0.45463016	-0.01058924	0.531885914	0.203765422	0.644819987	-0.108855488	0.249527846	-0.683902686	-0.439202931	-0.048501505	0.411850454	0.100253289	0.239763463	-0.489736492	0.121694315	0.060073139
P41091;Q2VIR3	EIF2S3;EIF2S3L	22	-0.356392957	-0.26365284	-0.234212271	0.132010249	-0.032850313	0.213554074	-0.103263857	-0.317389591	-0.038731484	0.074001974	0.135812124	0.194464533	0.44356104	0.536761536	0.413119026	-0.080287296	0.009105194	-0.307465484	-0.011356629	-0.011357765	-0.098102633	0.068604953	-0.041799501	-0.071141595	-0.043414735	-0.150004071	-0.119250875	-0.150184734	-0.237702201	-0.325725941
P41134	ID1	9	-0.344817159	-0.533276116	-0.428240872	0.618885368	0.910405498	0.381191574	-0.060205319	-0.064059677	-0.014227151	0.520903097	0.72584958	0.442243886	-0.562608645	-0.892798119	-0.60351561	-0.167161892	-0.792522591	-0.245517171	-0.629706093	-0.520651052	-0.796627861	-0.935290495	-0.903029822	-0.416446612	-0.535234736	-0.541941925	-0.701095017	-0.560348821	-0.727598387	-0.13912213
P41162	ETV3	2	0.747292327	0.129712089	0.505055931	0.768601443	-0.578867714	0.102383001	-0.237157945	-0.656856493	-0.390752396	0.585207818	0.427754706	0.276181528	0.615913774	0.644584157	0.54962434	0.006089164	-0.719243959	-1.321708942	-0.370823417	-0.518276469	0.033583025	-2.431429629	-0.537479024	-1.242427754	-0.542901937	-0.920287306	-0.838699732	-2.363642723	-2.255410082	-1.15138749
P41208	CETN2	11	-0.308294115	-0.33286393	-0.239353289	0.065904855	-0.009258041	0.319523008	-1.014405914	-0.922527885	-0.59604967	-0.690572075	-0.570124032	-0.369103965	-0.260428538	-0.03635137	-0.142193726	0.344395966	0.949013011	0.47272446	0.876958389	1.018654892	0.902671042	0.454726804	0.484858878	0.559477261	0.784312195	0.788033851	0.918205243	0.303835742	0.630272807	0.459162842
P41214	EIF2D	12	0.673163371	0.583995605	0.505280976	0.357953543	0.269782639	0.338581439	0.631934762	0.65985657	0.35761438	0.660674172	0.692729649	0.5735974	0.268644979	0.439984984	0.524714846	-1.862392746	-2.179736338	-1.50500357	-1.691868166	-1.823914138	-1.193643301	-1.746520183	-2.021347601	-1.637748502	-2.06755087	-2.201226086	-1.442502327	-1.71318212	-1.818842365	-0.89201973
P41221	WNT5A	12	-0.434382249	-0.078647421	-0.244992423	-1.586629706	-0.425738615	-0.741924813	1.486096171	1.255784351	1.054482159	-1.505246567	-0.472600809	-0.700962579	-2.154827768	-2.157625989	-2.053719909	-0.210876895	0.212642448	0.205740773	-0.582969925	0.562613962	0.368287399	0.288314009	0.096398943	-0.147725935	-0.635248596	0.233227831	0.19543372	0.077575653	-0.040938423	-0.047429909
P41223	BUD31	10	-0.256134351	-0.375611789	-0.398655405	-0.21228212	-0.119044137	-0.095868515	-0.58139419	-0.649421421	-0.675170803	-0.171737582	0.049951612	-0.024026416	0.670222845	0.795293675	0.884439847	-0.42985021	-0.322778775	-0.438518066	0.109976302	0.264492842	0.26364747	-0.173935456	-0.371712939	-0.476273028	0.206656419	0.140716886	0.136268152	-0.623849024	-0.476353022	-0.494915192
P41226	UBA7	7	0.850802785	0.952929931	0.892198714	-0.926365048	-1.066361241	-1.094513441	0.87853758	1.199105721	1.097064835	-1.03305121	-0.914943258	-0.875524946	-0.996592455	-0.499293554	-1.211119214	-1.39181138	-0.814868107	-1.294644095	0.58083805	0.739571531	-0.107134282	-1.527626876	-1.314110348	-1.518488563	0.414689416	0.29100111	-0.212518485	0.062317906	0.377872483	-0.271734538
P41227	NAA10	20	-0.485002003	-0.047060088	-0.292963008	0.18214931	0.350649391	0.196868953	-0.408317008	-0.294240566	-0.148153772	-0.182912527	-0.261945445	-0.140667871	0.731125607	0.962407918	0.641116498	-0.342143913	-0.332781572	-0.357321777	0.005562263	0.048831422	-0.171396928	-0.260173006	0.128988094	-0.110093929	0.056322188	0.233185758	-0.051070032	-0.09128527	0.103467868	-0.134070496
P41229	KDM5C	15	0.08379518	0.143031831	0.144847687	0.754397229	0.774365853	0.890779356	-0.234215667	-0.236402146	-0.237448374	0.268285747	0.313699477	0.25856391	0.370996423	0.12291429	0.387672929	-0.56622147	-0.869025078	-1.080123841	-1.242480898	-0.360471497	-1.35800068	-0.510280931	-0.659247291	-0.746889651	-0.718030907	-0.743182132	-1.066300637	-1.10135507	-1.090349874	-1.149846917
P41236	PPP1R2	13	0.240405148	0.173163875	0.166043247	-0.79577184	-0.488651572	-0.790232103	-0.144920976	-0.370132936	-0.478115648	-0.480057024	-0.283660663	-0.629033025	-0.368404563	-0.552122923	-0.3896641	0.943524819	0.663031376	0.945230424	0.701867755	0.712129824	0.682304887	0.662438492	0.442961784	0.514986357	0.663444798	0.724222477	0.692301357	0.712697665	0.695658464	0.764659088
P41240	CSK	26	0.010871817	0.119288729	0.108700418	-0.460071608	-0.330823113	-0.520736356	0.232791698	0.311001377	0.196527939	-0.160796102	-0.193951011	-0.275535142	1.37075008	1.054162053	1.324096751	-0.63256713	-1.071863801	-0.913168148	-0.425387732	-0.598419375	-0.648176832	-1.033457513	-0.900328989	-1.056099502	-0.693970169	-0.817270828	-0.867886375	-1.158282214	-1.193780841	-1.088293591
P41247	PNPLA4	4	0.244213966	0.233050876	-0.28587355	0.439234586	0.12309143	0.084237757	-0.170867409	0.078467196	-0.316755455	0.102174084	0.119780539	0.138691652	0.03751369	0.027985611	0.085122416	-0.346642884	-0.165852342	-1.027759434	-0.427133407	-0.539937456	-0.425777608	-0.169803644	-0.357896794	-0.161821455	-0.376887974	-0.38634099	0.136739485	-0.017742681	-0.349286993	-0.12751545
P41250	GARS	49	-0.94819439	-0.921538831	-0.912795584	-0.640705827	-0.635879432	-0.720961506	0.26214228	0.276329065	0.118065756	-0.477913162	-0.475376457	-0.519937752	-0.12285323	-0.228417626	-0.243156835	0.678867191	0.541712726	0.652459717	0.7283243	0.70880382	0.724352295	0.713358548	0.664257287	0.594696663	0.789745948	0.770875247	0.730057893	0.69949596	0.747195294	0.686463551
P41252	IARS	64	-0.029779713	0.257874331	0.132500667	0.212285876	0.47777636	0.235363328	0.396522394	0.389589584	0.471599833	0.398868588	0.528041961	0.448265982	0.73421992	0.764182785	1.158790781	-1.298770178	-1.663981004	-1.537889517	-1.450677905	-1.828921795	-1.441215043	-1.402930079	-1.73195161	-1.606216567	-1.632979822	-1.942760522	-1.670171042	-1.662095913	-1.82596067	-1.518124767
P41440	SLC19A1	10	0.194427299	-0.398253326	-0.358387969	-0.364455658	-0.035452357	-0.149035572	-0.518648293	-0.825168438	-0.878932209	-0.27251176	-0.010217919	0.1227649	-0.336148437	-0.273788477	-0.182828231	0.687172066	0.283848431	0.317315457	0.316029719	0.772487533	0.943304504	0.303013261	0.149227883	-0.090086194	0.176151119	0.760858813	0.839524329	0.340798294	0.472352051	0.666521248
P41567	EIF1	11	-0.365684117	-0.62954546	-0.836351656	-0.265355426	0.065820757	-0.528508096	0.298425707	0.216376358	-0.464792376	-0.11682567	-0.253348569	-0.549250296	0.014870866	-0.122105999	-0.297188878	1.57139295	0.469799236	0.841521167	0.596897551	0.827587977	0.715472878	0.06385113	0.563757752	0.229700554	0.27467152	0.930214526	0.293393371	0.813745573	0.644158798	0.406642383
P41743	PRKCI	13	0.206677709	0.251103059	0.309127125	0.2985683	0.338785139	0.312771849	-0.370464804	-0.528311467	-0.52500067	0.330677495	0.385921315	0.396133265	0.17631055	-0.085290768	0.136569612	-0.487914404	-0.687589456	-0.576814467	-0.445153013	-0.520297972	-0.455532041	-0.151499428	-0.299406161	-0.570932306	-0.224111208	-0.431528855	-0.597161387	-0.377262857	-0.512938432	-0.402641427
P42025	ACTR1B	19	0.274021635	0.261681384	0.428634648	-0.12764314	-0.463517204	-0.483593167	0.095497163	0.063435841	0.166758517	-0.292544485	-0.555644691	-0.558598025	-0.116656912	-0.301147207	-0.333294164	0.70384137	0.320165739	0.385194342	0.270948354	0.146474592	0.161192105	0.116214913	0.303097137	0.367298062	0.198738286	0.246519162	0.229976633	0.20707939	0.179053447	0.115346411
P42126	ECI1	8	-0.070768575	-0.023497984	-0.166955614	0.078317283	-0.060298814	-0.169088454	-0.408804557	-0.252288169	-0.597493995	-0.212419896	-0.084554103	-0.207077131	-0.454907399	-0.622201619	-0.604992552	0.508966814	0.504131507	0.517017265	0.441627925	0.57091695	0.670633745	0.399792658	0.515672449	0.151670453	0.609659863	0.57385239	0.511048114	0.717653964	0.594617329	0.57174176
P42166	TMPO_P42166	34	0.002745729	0.007381961	-0.117310724	0.4268439	0.513583418	0.512528738	-0.78141572	-0.754135479	-1.047960825	0.31368396	0.363185756	0.308279621	0.361386598	0.371515274	0.350991322	-0.404756785	-0.383622754	-0.289051826	-0.485611779	-0.623061367	-0.360892329	-0.125692831	-0.216680518	-0.536910877	-0.495151249	-0.488012587	-0.325286777	-0.687085479	-0.719397357	-0.586452606
P42167	TMPO_P42167	26	-0.111767825	-0.218063162	-0.124831745	0.057036955	-0.039937576	0.028933849	-0.989248178	-0.992265574	-0.902765522	0.107547226	0.042590979	0.197420405	-0.215582847	-0.23613968	-0.323825897	0.236379869	0.561690657	0.193493177	0.460131296	0.587079803	0.575159381	0.444034686	0.345295683	0.410142403	0.491662758	0.541429116	0.646020854	0.417399288	0.425215424	0.314194055
P42224	STAT1	35	0.17637341	0.366390648	0.238438631	-0.260792698	-0.128334342	-0.288494648	1.564422139	1.50073512	1.21179057	0.145436446	0.071541843	0.018142167	0.083743165	-0.269173068	-0.080552962	-1.453132756	-1.616648902	-1.219440205	-1.004542253	-0.910803651	-0.748949327	-1.808967254	-2.216170085	-2.085924406	-1.477283778	-1.408752795	-1.149202459	-1.265206459	-1.23861519	-1.202336586
P42226	STAT6	18	0.267565861	0.257135073	0.309639574	-0.624997954	-1.041843587	-0.469965147	1.112931881	0.906792697	0.889579859	-0.67672772	-0.833183568	-0.434210412	0.787265356	1.281720781	0.594512171	-1.322462901	-0.633309511	-1.008765789	-0.599119165	-0.158391196	-0.36711704	-1.441467407	-1.330535321	-1.559171619	-0.77637183	-0.428349169	-0.368408051	-1.418726126	-1.230986966	-1.585913207
P42285	SKIV2L2	53	-0.236270421	-0.24840241	-0.145258713	0.286447362	0.142164123	0.221567506	-0.478620192	-0.498979565	-0.285776271	0.545397365	0.48606429	0.473263976	-0.020113639	-0.009825695	0.075965424	-0.018667695	0.011709332	-0.178966245	-0.1669088	-0.293658513	-0.348174213	-0.148787738	-0.041511427	0.052145924	-0.169402897	-0.244515261	-0.359670203	0.130275752	0.009705964	-0.064629713
P42330	AKR1C3	5	-0.127854703	-0.099622662	-0.261083448	0.135657077	0.026487215	0.231693223	0.136493098	-0.11094789	-0.048256957	-0.137434081	0.197114296	-0.292295617	-0.228047823	-0.078712654	-0.476623044	-0.039879461	0.015799416	-0.550758416	-0.779475247	-0.536506285	-0.67533994	-0.148850116	-0.131599028	-0.621906436	0.06275874	-0.358991007	-0.218440093	-0.330077494	-0.168581723	-0.699415838
P42336	PIK3CA	8	0.282208401	0.340956577	0.185512227	-0.438121609	-0.420430904	-0.599000794	0.747229443	0.666710692	0.631054675	-0.219804247	-0.159334878	-0.51576107	0.950482732	0.151137714	0.63072002	-0.581992693	-1.175694112	-0.905222651	-0.494564906	-0.355460047	-0.566019478	-1.240347297	-1.169614869	-1.368783802	-0.552945177	-0.906100417	-0.922053413	-0.868743669	-1.406636378	-1.054427359
P42338	PIK3CB	8	0.387987976	-0.081035008	0.397635939	-0.342036911	-0.143695103	-0.241928159	-0.352043123	-0.543778793	-0.019207348	-0.017611334	0.105265423	0.449909912	0.544929024	0.355627981	0.930794354	-1.362215785	-0.423167537	-0.817806116	-1.169115468	-0.365402298	-0.77552659	-0.69215499	-0.478157541	-0.663109636	-1.208286676	-0.07118291	-0.918396807	-1.051020804	-0.511144046	-0.716217188
P42345	MTOR	41	0.528093257	0.558187146	0.54659025	0.24734673	0.373376063	0.241492854	0.426115985	0.306720592	0.315544026	0.442422201	0.457519337	0.3706305	0.072469628	-0.020640663	0.141423639	-1.227420478	-1.190592121	-1.098552849	-1.133405667	-0.864177907	-0.898978371	-0.907560275	-0.874026546	-1.05150652	-1.148953607	-1.09163717	-1.202222014	-0.747630012	-0.682601367	-0.847098758
P42356	PI4KA	22	0.577516325	0.80349475	0.610380613	0.202912831	0.100623525	0.077829177	0.347935099	0.530279672	0.432981565	0.140737336	0.041023316	0.189552601	-0.441116533	-0.598547926	-0.481919852	-0.898616567	-1.075732665	-1.165636492	-0.435674898	-0.642640484	-0.421908141	-0.920747424	-0.518839148	-0.912096389	-0.389101388	-0.852928089	-0.293542726	-0.558537955	-0.584129555	-0.913298026
